,Ref ID,Gender,Age_Group,City,Smart_Phone,Tablet,Commuting_Mode,Commuting_Time,No_of_Books_read_in_a_year,Start_Time_Slots,Event_Duration_Minutes_2_Weeks,Event_Duration_Minutes_3_Weeks,Event_Duration_Minutes_5_Weeks,Device_Type,Product_Running_Time,Completion_Rate_2_Weeks,Completion_Rate_5_Weeks,Genre,Subscription_Type,Membership_Duration,Average_Listening_Speed,Number_of_Audiobooks_Completed,Number_of_Audiobooks_Completed_Buckets,Number_of_Audiobooks_Purchased,Number_of_Audiobooks_Purchased_Buckets,Preferred_Listening_Time,Listening_Context,Listening_Device_Preference,Language_Preference,Accessibility_Features_Use,Download_vs_Streaming,Time_Spent_Browsing,Time_Spent_Browsing_Buckets,Genre_Exploration,Product_Name,Publisher_Name,Product_Narrator,Repeat_Listening,Ratings_Given,Reviews_Written,Recommendations_Followed,Social_Sharing
3021,10271,Male,25 - 30 years,Hyderabad,Android,IOS Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Morning,21.0,7.0,28.0,Audible for Android,1494,1.0,2.0,Social Sciences,Monthly,43,2x,75,61 - 100 Books,95,61 - 100 Books,Afternoon,Commuting,PC,English,False,Streaming,40,31 - 60 Minutes,2,An Era of Darkness. The British Empire in India (Unabridged),Audible Studios,Sagar Arya,True,3,False,False,False
3022,10272,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,90,9,Morning,29.0,8.0,37.0,Audible for Android,351,8.0,11.0,Lifestyle,Yearly,35,1.75x,25,11- 30 Books,39,31 - 60 Books,Afternoon,Exercising,Smart Speaker,English,False,Download,37,31 - 60 Minutes,7,Himalaya,Audible Studios,Michael Palin,False,2,False,False,True
3023,10273,Female,25 - 30 years,Bangalore,Android,No Tablet,Public Transport,38,3,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,160,0.0,1.0,Parenting & Relationships,Yearly,38,1.5x,3,Less than 10,47,31 - 60 Books,Night,Relaxing,Tablet,Other,True,Download,21,11- 30 Minutes,5,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,False,1,True,True,False
3024,10274,Male,31 - 35 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 2 Wheeler,38,3,Afternoon_Early_Evening,2.0,9.0,10.0,Audible for iPhone (1000),160,1.0,6.0,Religion & Spirituality,Per-book,32,1.75x,87,61 - 100 Books,4,Less than 10,Night,Working,Smart Speaker,Spanish,False,Streaming,99,61 - 100 Minutes,2,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,True,4,True,True,False
3025,10275,Male,36 - 40 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Late_Evening_Night,1.0,13.0,14.0,Audible for Android,665,0.0,2.0,Children's Audiobooks,Monthly,4,2x,24,11- 30 Books,52,31 - 60 Books,Afternoon,Exercising,Tablet,German,True,Streaming,106,More than 100 Minutes,3,Fairy Tales Every Child Should Know (Unabridged),Audible Studios,Samantha Worthen,False,5,False,True,False
3026,10276,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Late_Evening_Night,1.0,31.0,31.0,Audible for Android,160,1.0,19.0,Parenting & Relationships,Monthly,33,1.75x,7,Less than 10,98,61 - 100 Books,Morning,Relaxing,PC,French,True,Streaming,85,61 - 100 Minutes,7,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,True,3,True,True,True
3027,10277,Female,18 - 24 years,Bangalore,Android,No Tablet,Public Transport,38,13,Late_Night_Early_Morning,8.0,1.0,9.0,Audible for Android,38,21.0,24.0,Arts & Entertainment,Per-book,23,2x,71,61 - 100 Books,3,Less than 10,Evening,Commuting,PC,Spanish,False,Streaming,48,31 - 60 Minutes,3,Leadership Lessons of Steve Jobs (Unabridged),Harvard Business School,Todd Mundt,False,2,True,False,False
3028,10278,Female,25 - 30 years,Hyderabad,IOS,IOS Tablet,Personal/Hired/Shared 4 Wheeler,90,13,Afternoon_Early_Evening,15.0,15.0,31.0,Audible for iPhone (1000),665,2.0,5.0,Literature & Fiction,Yearly,31,1.75x,52,31 - 60 Books,95,61 - 100 Books,Morning,Commuting,Smartphone,German,True,Streaming,83,61 - 100 Minutes,2,Come Away with Me (Unabridged),Audible Studios,Jennifer Mack,True,2,True,False,False
3029,10279,Male,18 - 24 years,Chennai,Android,IOS Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Late_Evening_Night,2.0,2.0,4.0,Audible for Android,199,1.0,2.0,Mysteries & Thrillers,Monthly,48,1x,92,61 - 100 Books,13,11- 30 Books,Morning,Commuting,Smart Speaker,English,False,Streaming,4,Less than 10 Minutes,3,The Maltese Falcon (Dramatized),"Blackstone Audio, Inc.","Michael Madsen, Sandra Oh, Edward Herrmann",True,2,True,True,False
3030,10280,Male,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Morning,1.0,67.0,68.0,Audible for iPhone (1000),453,0.0,15.0,Mysteries & Thrillers,Monthly,45,1.5x,77,61 - 100 Books,26,11- 30 Books,Evening,Exercising,Smart Speaker,French,True,Download,44,31 - 60 Minutes,6,No Country for Old Men (Unabridged),Recorded Books,Tom Stechschulte,False,3,False,True,False
3031,10281,Male,18 - 24 years,Pune,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,3,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for Android,207,0.0,0.0,Arts & Entertainment,Yearly,40,1.5x,99,61 - 100 Books,54,31 - 60 Books,Night,Working,PC,Spanish,False,Download,31,31 - 60 Minutes,9,Winter is Coming: Symbols and Hidden Meanings in A Game of Thrones (Unabridged),Audible Studios,Oliver Wyman,True,4,True,True,True
3032,10282,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,90,1,Afternoon_Early_Evening,2.0,2.0,5.0,Audible for Android,365,1.0,1.0,Parenting & Relationships,Monthly,39,1.75x,14,11- 30 Books,10,Less than 10,Evening,Working,Smartphone,German,True,Download,12,11- 30 Minutes,5,The Power of Your Subconscious Mind,"Big Happy Family, LLC",Jason McCoy,True,4,False,True,False
3033,10283,Male,36 - 40 years,Delhi,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,13,Late_Evening_Night,5.0,5.0,10.0,Audible for iPhone (1000),160,3.0,6.0,Religion & Spirituality,Monthly,40,1.75x,9,Less than 10,77,61 - 100 Books,Evening,Exercising,PC,Spanish,False,Streaming,37,31 - 60 Minutes,5,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,False,2,True,False,False
3034,10284,Female,25 - 30 years,Bangalore,Android,No Tablet,Public Transport,135,13,Morning,6.0,5.0,11.0,Audible for Android,860,1.0,1.0,Social Sciences,Monthly,9,1.5x,27,11- 30 Books,97,61 - 100 Books,Evening,Exercising,Smart Speaker,French,True,Streaming,53,31 - 60 Minutes,2,The Black Swan: The Impact of the Highly Improbable (Unabridged),Recorded Books,David Chandler,True,4,True,True,False
3035,10285,Male,25 - 30 years,Bangalore,Android,No Tablet,walk,38,13,Late_Evening_Night,6.0,3.0,9.0,Audible for Android,160,4.0,6.0,Parenting & Relationships,Per-book,36,1.75x,79,61 - 100 Books,41,31 - 60 Books,Evening,Working,PC,French,False,Download,59,31 - 60 Minutes,1,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,True,3,False,True,False
3036,10286,Male,25 - 30 years,Delhi,Both,No Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Late_Evening_Night,74.0,22.0,96.0,Audible for iPhone (1000),160,46.0,60.0,Parenting & Relationships,Per-book,56,1x,52,31 - 60 Books,37,31 - 60 Books,Night,Exercising,PC,Spanish,True,Download,33,31 - 60 Minutes,5,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,True,3,False,False,True
3037,10287,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Morning,3.0,6.0,9.0,Audible for Android,34,9.0,26.0,Parenting & Relationships,Monthly,17,2x,88,61 - 100 Books,19,11- 30 Books,Evening,Commuting,Tablet,German,True,Download,71,61 - 100 Minutes,1,The Pursuit of Happiness,OSHO International,OSHO,False,1,True,True,False
3038,10288,Male,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Afternoon_Early_Evening,1.0,2.0,3.0,Audible for Android,244,0.0,1.0,Religion & Spirituality,Per-book,31,1.5x,2,Less than 10,34,31 - 60 Books,Night,Commuting,PC,French,False,Streaming,40,31 - 60 Minutes,6,7 Secrets of Shiva. The Hindu Trinity Series (Unabridged),Audible Studios,Sagar Arya,True,2,True,True,True
3039,10289,Male,36 - 40 years,Delhi,Both,Both,Personal/Hired/Shared 4 Wheeler,90,3,Morning,1.0,2.0,3.0,Audible for Android,2682,0.0,0.0,Biographies & Memoirs,Per-book,1,1x,65,61 - 100 Books,75,61 - 100 Books,Afternoon,Commuting,Smart Speaker,German,False,Streaming,101,More than 100 Minutes,4,Adolf Hitler (Unabridged),"Blackstone Audio, Inc.",Ralph Cosham,True,3,True,True,False
3040,10290,Female,25 - 30 years,Chennai,Both,Android Tablet,Personal/Hired/Shared 4 Wheeler,38,1,Late_Night_Early_Morning,2.0,2.0,4.0,Audible for Android,695,0.0,1.0,Literature & Fiction,Monthly,42,2x,18,11- 30 Books,62,61 - 100 Books,Night,Working,Smart Speaker,Spanish,True,Download,75,61 - 100 Minutes,4,Pride and Prejudice (Unabridged),Audible Studios,Rosamund Pike,False,5,False,True,True
3041,10291,Male,25 - 30 years,Hyderabad,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Afternoon_Early_Evening,3.0,1.0,4.0,Audible for Android,1387,0.0,0.0,Business & Money,Per-book,59,1.75x,67,61 - 100 Books,4,Less than 10,Afternoon,Commuting,Smart Speaker,French,False,Download,47,31 - 60 Minutes,8,48 Laws of Power (Unabridged),"HighBridge, a Division of Recorded Books",Richard Poe,True,4,True,True,True
3042,10292,Male,31 - 35 years,Bangalore,Both,Both,Personal/Hired/Shared 4 Wheeler,90,5,Afternoon_Early_Evening,5.0,5.0,10.0,Audible for Android,798,1.0,1.0,Literature & Fiction,Yearly,51,1x,95,61 - 100 Books,2,Less than 10,Night,Exercising,PC,Spanish,True,Download,98,61 - 100 Minutes,2,The Divine Comedy (Unabridged),"Blackstone Audio, Inc.",Ralph Cosham,True,5,False,True,True
3043,10293,Female,25 - 30 years,Delhi,IOS,IOS Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Late_Night_Early_Morning,60.0,14.0,73.0,Audible for iPhone (1000),704,9.0,10.0,Literature & Fiction,Monthly,57,1.25x,94,61 - 100 Books,86,61 - 100 Books,Evening,Commuting,Smart Speaker,German,False,Streaming,70,61 - 100 Minutes,4,Confessions of a Shopaholic (Unabridged),Recorded Books,Emily Gray,True,4,True,True,True
3044,10294,Male,18 - 24 years,Hyderabad,Both,Android Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Morning,0.0,0.0,1.0,Audible for iPhone (1000),208,0.0,0.0,Business & Money,Per-book,58,1.75x,72,61 - 100 Books,53,31 - 60 Books,Evening,Relaxing,PC,Other,True,Streaming,71,61 - 100 Minutes,6,"How I Made $2,000,000 in the Stock Market (Unabridged)",BN Publishing,Jason McCoy,False,1,True,True,True
3045,10295,Male,18 - 24 years,Bangalore,Android,No Tablet,walk,15,9,Late_Evening_Night,8.0,8.0,15.0,Audible for Android,356,2.0,4.0,Literature & Fiction,Monthly,42,1.25x,38,31 - 60 Books,8,Less than 10,Evening,Commuting,Smartphone,German,False,Streaming,82,61 - 100 Minutes,8,Star Wars (Dramatized),"HighBridge, a division of Recorded Books","Mark Hamill, Anthony Daniels",False,4,True,False,False
3046,10296,Male,18 - 24 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,0,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,292,0.0,0.0,Literature & Fiction,Yearly,18,1.5x,72,61 - 100 Books,44,31 - 60 Books,Morning,Exercising,Tablet,French,False,Streaming,67,61 - 100 Minutes,9,The Great Gatsby (Unabridged),Audible Studios,Jake Gyllenhaal,False,2,False,False,True
3047,10297,Male,41 - 45 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Morning,4.0,4.0,8.0,Audible for Android,278,1.0,3.0,Business & Money,Monthly,6,1x,97,61 - 100 Books,78,61 - 100 Books,Night,Commuting,Tablet,Spanish,True,Streaming,1,Less than 10 Minutes,7,The Art of Public Speaking (Unabridged),"Big Happy Family, LLC",Jason McCoy,True,1,True,False,True
3048,10298,Male,31 - 35 years,Delhi,IOS,No Tablet,Public Transport,135,3,Late_Evening_Night,2.0,2.0,5.0,Audible for iPhone (1000),453,0.0,1.0,Mysteries & Thrillers,Per-book,41,1x,98,61 - 100 Books,42,31 - 60 Books,Afternoon,Commuting,Tablet,French,False,Download,45,31 - 60 Minutes,4,No Country for Old Men (Unabridged),Recorded Books,Tom Stechschulte,False,4,True,True,True
3049,10299,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,197,0.0,1.0,Literature & Fiction,Yearly,38,1.75x,39,31 - 60 Books,19,11- 30 Books,Evening,Exercising,Smartphone,German,False,Download,111,More than 100 Minutes,4,The Pursuit of God (Unabridged),Audible Studios,Mark Moseley,True,4,False,False,False
3050,10300,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Morning,0.0,0.0,1.0,Audible for Android,873,0.0,0.0,Social Sciences,Per-book,14,1.25x,32,31 - 60 Books,20,11- 30 Books,Night,Exercising,Smartphone,Other,False,Download,52,31 - 60 Minutes,1,Mossad: The Greatest Missions of the Israeli Secret Service (Unabridged),"Blackstone Audio, Inc.",Benjamin Isaac,False,1,False,False,True
3051,10301,Male,31 - 35 years,Chennai,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,15,13,Late_Evening_Night,8.0,8.0,15.0,Audible for Android,220,4.0,7.000000000000001,Lifestyle,Yearly,35,2x,71,61 - 100 Books,81,61 - 100 Books,Evening,Exercising,Tablet,Spanish,False,Streaming,64,61 - 100 Minutes,1,How to Make Anyone Fall in Love with You,"Listen & Live Audio, Inc.",Leil Lowndes,False,3,True,True,False
3052,10302,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,15,5,Afternoon_Early_Evening,4.0,4.0,8.0,Audible for Android,405,1.0,2.0,Mysteries & Thrillers,Monthly,42,1.25x,24,11- 30 Books,67,61 - 100 Books,Afternoon,Exercising,Smartphone,Spanish,False,Download,80,61 - 100 Minutes,3,The Hound of the Baskervilles: A Sherlock Holmes Novel (Unabridged),Tantor Audio,Simon Prebble,False,2,True,True,True
3053,10303,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Late_Evening_Night,3.0,44.0,47.0,Audible for Android,409,1.0,11.0,Religion & Spirituality,Yearly,14,1.75x,5,Less than 10,77,61 - 100 Books,Night,Working,Smartphone,Other,False,Streaming,70,61 - 100 Minutes,6,The Truth About Muhammad: Founder of the World's Most Intolerant Religion (Unabridged),"Blackstone Audio, Inc.",James Adams,False,5,False,False,False
3054,10304,Male,36 - 40 years,Bangalore,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,15,3,Late_Night_Early_Morning,2.0,2.0,3.0,Audible for Android,160,1.0,2.0,Religion & Spirituality,Per-book,52,1x,78,61 - 100 Books,19,11- 30 Books,Night,Working,Smart Speaker,Other,False,Streaming,111,More than 100 Minutes,7,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,True,5,True,True,False
3055,10305,Male,36 - 40 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Late_Evening_Night,3.0,19.0,22.0,Audible for Android,57,5.0,39.0,Parenting & Relationships,Per-book,11,1.25x,87,61 - 100 Books,68,61 - 100 Books,Afternoon,Commuting,Smart Speaker,Spanish,True,Download,45,31 - 60 Minutes,9,The Joy of Living Dangerously,OSHO International,OSHO,False,4,False,True,True
3056,10306,Male,18 - 24 years,Bangalore,Both,Android Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Afternoon_Early_Evening,28.0,24.0,52.0,Audible for Android,695,4.0,7.000000000000001,Literature & Fiction,Monthly,22,1x,51,31 - 60 Books,84,61 - 100 Books,Evening,Commuting,Smartphone,Other,False,Download,30,11- 30 Minutes,7,Pride and Prejudice (Unabridged),Audible Studios,Rosamund Pike,True,5,False,True,True
3057,10307,Male,31 - 35 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Late_Evening_Night,1.0,1.0,3.0,Audible for Android,348,0.0,1.0,Literature & Fiction,Per-book,52,2x,38,31 - 60 Books,77,61 - 100 Books,Night,Exercising,Tablet,English,False,Download,64,61 - 100 Minutes,7,"Life Is What You Make It. A story of love, hope and how determination can overcome even destiny (Unabridged)",Audible Studios,Smita Singh,True,2,False,False,False
3058,10308,Male,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,15,3,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,1063,0.0,0.0,Literature & Fiction,Yearly,26,1.25x,42,31 - 60 Books,63,61 - 100 Books,Morning,Commuting,Smart Speaker,Spanish,True,Download,83,61 - 100 Minutes,4,The Time Traveler's Wife (Unabridged),"HighBridge, a division of Recorded Books","Fred Berman, Phoebe Strole",False,4,True,False,False
3059,10309,Female,18 - 24 years,Chennai,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,15,3,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,1049,0.0,0.0,Literature & Fiction,Monthly,11,1x,18,11- 30 Books,4,Less than 10,Night,Commuting,Tablet,Other,False,Streaming,36,31 - 60 Minutes,1,Six Suspects (Unabridged),Audible Studios,Lyndam Gregory,False,2,False,False,True
3060,10310,Male,18 - 24 years,Chennai,Android,No Tablet,Public Transport,90,13,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,160,1.0,1.0,Parenting & Relationships,Monthly,31,1x,47,31 - 60 Books,22,11- 30 Books,Night,Exercising,Tablet,English,False,Streaming,95,61 - 100 Minutes,1,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,False,4,False,True,True
3061,10311,Female,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Late_Evening_Night,1.0,55.0,56.0,Audible for Android,695,0.0,8.0,Literature & Fiction,Per-book,3,1x,1,Less than 10,34,31 - 60 Books,Evening,Commuting,Tablet,Spanish,True,Streaming,20,11- 30 Minutes,9,The Arabian Nights (Unabridged),Audible Studios,Suehyla El Attar,True,3,False,False,False
3062,10312,Male,25 - 30 years,Delhi,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,1,Late_Evening_Night,26.0,26.0,51.0,Audible for iPhone (1000),383,7.000000000000001,13.0,Parenting & Relationships,Per-book,31,2x,43,31 - 60 Books,71,61 - 100 Books,Evening,Relaxing,Smartphone,English,True,Streaming,87,61 - 100 Minutes,4,Why We Love the Way We Do (Unabridged),Audible Studios,Bhavnisha Parmar,True,4,True,False,True
3063,10313,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Afternoon_Early_Evening,2.0,2.0,4.0,Audible for Android,292,1.0,1.0,Literature & Fiction,Yearly,20,1x,15,11- 30 Books,41,31 - 60 Books,Evening,Exercising,Smart Speaker,German,True,Streaming,91,61 - 100 Minutes,8,The Great Gatsby (Unabridged),Audible Studios,Jake Gyllenhaal,False,2,True,True,True
3064,10314,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Afternoon_Early_Evening,1.0,1.0,2.0,Audible for Android,565,0.0,0.0,Literature & Fiction,Per-book,18,1.75x,53,31 - 60 Books,47,31 - 60 Books,Night,Exercising,Smart Speaker,English,True,Streaming,93,61 - 100 Minutes,9,Play with Me (Unabridged),Audible Studios,Jennifer Mack,True,4,True,True,False
3065,10315,Male,31 - 35 years,Bangalore,IOS,IOS Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Morning,6.0,4.0,10.0,Audible for iPhone (1000),494,1.0,2.0,Literature & Fiction,Per-book,51,1x,3,Less than 10,86,61 - 100 Books,Afternoon,Relaxing,Smart Speaker,Other,False,Download,36,31 - 60 Minutes,5,Piccadilly Jim (Unabridged),"Blackstone Audio, Inc.",Frederick Davidson,True,2,False,True,False
3066,10316,Female,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,135,5,Afternoon_Early_Evening,13.0,13.0,25.0,Audible for Android,701,2.0,4.0,Literature & Fiction,Per-book,24,1x,86,61 - 100 Books,48,31 - 60 Books,Morning,Working,PC,German,False,Download,103,More than 100 Minutes,5,Life of Pi (Unabridged),"HighBridge, a division of Recorded Books",Jeff Woodman,True,1,False,False,False
3067,10317,Male,25 - 30 years,Delhi,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,613,0.0,0.0,Biographies & Memoirs,Monthly,55,1.5x,43,31 - 60 Books,73,61 - 100 Books,Afternoon,Exercising,Smart Speaker,English,False,Download,1,Less than 10 Minutes,1,The Climb: Tragic Ambitions on Everest (Unabridged),Recorded Books,Richard Davidson,False,5,False,False,False
3068,10318,Male,31 - 35 years,Bangalore,IOS,No Tablet,Public Transport,38,9,Late_Evening_Night,0.0,0.0,1.0,Audible for iPhone (1000),907,0.0,0.0,Literature & Fiction,Monthly,12,1.5x,8,Less than 10,54,31 - 60 Books,Evening,Commuting,Smartphone,Other,False,Download,105,More than 100 Minutes,2,Chanakya's Chant (Unabridged),Audible Studios,Sagar Arya,True,5,False,True,True
3069,10319,Male,25 - 30 years,Hyderabad,Both,Both,Personal/Hired/Shared 4 Wheeler,90,9,Late_Evening_Night,7.0,7.0,13.0,Audible for iPhone (1000),355,2.0,4.0,Social Sciences,Per-book,12,1.75x,58,31 - 60 Books,18,11- 30 Books,Morning,Relaxing,Smart Speaker,English,True,Download,55,31 - 60 Minutes,4,Chariots of the Gods (Unabridged),Tantor Audio,William Dufris,True,5,False,True,True
3070,10320,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Afternoon_Early_Evening,6.0,4.0,10.0,Audible for Android,123,5.0,8.0,Parenting & Relationships,Per-book,43,1x,69,61 - 100 Books,51,31 - 60 Books,Evening,Working,PC,Other,True,Download,49,31 - 60 Minutes,6,The Science of Getting Rich 1912 (Unabridged),BN Publishing,Jason McCoy,False,5,False,False,True
3071,10321,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,375,0.0,0.0,Literature & Fiction,Yearly,14,1x,29,11- 30 Books,90,61 - 100 Books,Night,Relaxing,PC,French,False,Streaming,59,31 - 60 Minutes,4,Interpreter of Maladies (Unabridged),"HighBridge, a division of Recorded Books",Matilda Novak,True,3,False,False,False
